/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/PR/pr_797293_ospf_overload_te_metric.pl,Protocols,OSPF,Protocols-pr
/system-test/testscripts/RBU_REG/RPD/Protocols/ISIS/lsp_interval.pl,Protocols,ISIS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/LDP/LDP/subnet_mask_mismatch.pl,Protocols,LDP,LDP
/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/ospf_route_install_prioritization.eth.ospf2.pl,Protocols,OSPF,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/Lsp_metric_to_ospf/lsp_metric_to_ospf_basic.pl,Protocols,OSPF,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/BGP/PR/PR237690.pl,Protocols,BGP,Protocols-pr
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/pimsm_anycastPIM_mlan_vrf.pl,Protocols,Multicast,Multicast
/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/ospf_route_install_prioritization.ospf2.pl,Protocols,OSPF,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/MPLS_NOAH/lsp_ping/lsp_ping_ldp.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/MPLS_NOAH/lsp_ping/lsp_ping_rsvp.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/RIPv2/rip_hold_down_time.pl,Protocols,RIPv2,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/BGP/orf/Prefix_ORF_BGP.pl,Protocols,BGP,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/RLI_5814_traceroute_support_for_MPLS_LSPs_using_RSVP.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimMisc_BSR_mlan.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimMisc_AUTORP_mlan.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ng_mvpn_threePEs_Misc_PIM_DM.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_static_lsp_vrf_table_label.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_default_template_vrf_table_label.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_configured_template_vrf_table_label.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/pim_mtr_solution_basic.pl,Protocols,Multicast,Multicast
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_asm_vt.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_default_template_vt.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_configured_template_vt.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/NG_MVPN/ngmvpn_pimDM_2rtr_static_lsp_vt.pl,Protocols,Multicast,ngmvpn
/system-test/testscripts/RBU_REG/RPD/Protocols/LDP/LDP/outbound/ldpof.pl,Protocols,LDP,LDP
/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/authentication/ospf_multauthkey.pl,Protocols,OSPF,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/RSVP/rsvp_grace/rsvpGBasic.pl,Protocols,RSVP,RSVP
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/RLI_3887_LSP_traceroute_head_end_support.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/BGP/policy/rli_3905_routing_policy_compiler_improve_performance_of_community_regex_processing.pl,Protocols,BGP,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/OSPF/prefix_limit/ospf_prefix_export_limit.pl,Protocols,OSPF,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/ISIS/prefix_limit/isis_prefix_export_limit.pl,Protocols,ISIS,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/MPLS_NOAH/bgp-igp/mpls_forwarding_rsvp.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/igmp3.pl,Protocols,Multicast,Multicast
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/MPLS_NOAH/bgp-igp/mpls_forwarding_ldp.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/MPLS/MPLS_NOAH/bgp-igp/mpls_forwarding_ldp_tunnel.pl,Protocols,MPLS,MPLS
/system-test/testscripts/RBU_REG/RPD/Protocols/BGP/policy/policy_name_show_test/bgp.policy.nts,Protocols,BGP,Protocols
/system-test/testscripts/RBU_REG/RPD/Protocols/Multicast/J55-rli1170-mcastfwrd.pl,Protocols,Multicast,Multicast
/system-test/testscripts/RBU_REG/RPD/Protocols/Misc/PR/pr24741.pl,Protocols,Misc,Protocols-pr
